Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews
28.037466135710844,Male,Married,Employee,No Income,Post Graduate,1.9305333225595847,12.97918592077731,77.64162235082735,560040.2977996729,Food delivery apps, Direct call,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Strongly Agree,Agree,Disagree,Yes,Important,Very Important,Important,Important,Important,Important,Moderately Important,Very Important,No,I had bad experience with delivery person. They need to be polite
23.072615939644017,Male,Single,Student,25001 to 50000,Ph.D,3.0324154204785256,12.979403137969186,77.62568756774895,560006.7023946915,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Strongly Agree,Neutral,Neutral,Agree,Agree,Yes,Important,Important,Slightly Important,Important,Very Important,Very Important,Important,Very Important,Yes,I have no trouble with delivery of startup services
24.896209834374456,Male,Single,Student,25001 to 50000,Graduate,4.013409449513369,12.896870174214556,77.57526375192087,560076.0060406155,Food delivery apps, Walk-in,Lunch, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Disagree,Neutral,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Disagree,Neutral,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Yes,Important,Moderately Important,Important,Very Important,Very Important,Important,Very Important,Unimportant,Yes,I appreciate the efforts of hardworking delivery people
20.981542483754556,Female,Married,Student,No Income,Graduate,1.0311323159081034,12.976603718725325,77.64139823672356,560037.0223344523,Food delivery apps, Direct call,Dinner, Snacks,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Neutral,Agree,Agree,No,Important,Very Important,Important,Moderately Important,Very Important,Important,Very Important,Important,Yes,Best service
23.851072616078643,Female,Married,Student,No Income,Graduate,2.9332013277796705,12.980433208956095,77.57833654467782,560009.4561328738,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Neutral,Agree,Yes,Important,Very Important,Important,Important,Very Important,Moderately Important,Moderately Important,Moderately Important,No,Nil
21.941156728218857,Female,Married,Student,25001 to 50000,Graduate,4.051714916323918,13.026085792760464,77.59839750090451,560031.2066889949,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Moderately Important,Slightly Important,Very Important,Important,Very Important,Important,Important,Yes,Crazily fast delivery people besides having high traffic
22.125107539263283,Female,Single,Student,No Income,Post Graduate,4.0068917721564485,12.994749990583495,77.64218734919798,560032.1793842692,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Disagree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),60 minutes,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Moderately Important,Important,Very Important,Important,Important,Important,Moderately Important,Moderately Important,Yes,NIL
22.73729050835563,Male,Single,House wife,No Income,Post Graduate,4.069543862109405,12.993130238521683,77.56520293171135,560020.8698120099,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Agree,Neutral,Agree,Agree,Maybe,Important,Moderately Important,Very Important,Very Important,Very Important,Moderately Important,Very Important,Very Important,Yes,Delivery people are working hard. Can't complain
21.14180240499057,Male,Married,Student,No Income,Post Graduate,2.970430527072258,12.93083313008396,77.54712738474934,560085.1582678921,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Strongly agree,Agree,Disagree,Neutral,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Neutral,Agree,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Disagree,Neutral,Agree,Yes,Moderately Important,Moderately Important,Very Important,Important,Important,Slightly Important,Moderately Important,Important,Yes,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.
24.765320867700073,Female,Single,Student,More than 50000,Post Graduate,3.0460976840184197,12.980954650321667,77.62242632632992,560008.5781486905,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Yes,Important,Moderately Important,Important,Moderately Important,Important,Very Important,Very Important,Important,Yes,Love to order online 
22.007804424184837,Male,Married,Self Employeed,10001 to 25000,Post Graduate,5.0300624287559605,12.935330753618622,77.55588735928877,560049.5366157984,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Agree,Neutral,Yes,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Yes,Best service
22.021340227047787,Male,Single,Self Employeed,25001 to 50000,Post Graduate,3.1029920671629867,12.913131970533207,77.51403734983562,560097.5086648786,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Neutral,Maybe,Anytime (Mon-Sun),15 minutes,Strongly disagree,Agree,Strongly Agree,Disagree,Neutral,Yes,Moderately Important,Very Important,Important,Important,Important,Moderately Important,Slightly Important,Slightly Important,Yes,Best Best Best Best !!!!
23.08522338729133,Female,Single,Student,No Income,Post Graduate,2.992143121371428,12.985604932188075,77.70626942300001,560044.9825196473,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Yes,Unimportant,Very Important,Moderately Important,Important,Important,Moderately Important,Important,Unimportant,Yes,I believe more on quality than time of delivery
21.973139290414128,Female,Single,Employee,Below Rs.10000,Ph.D,3.9625174117231143,13.002366223996018,77.56824506140771,560004.4690081208,Direct call, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Neutral,Agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly disagree,No,Weekend (Sat & Sun),60 minutes,Agree,Neutral,Agree,Agree,Agree,Maybe,Important,Important,Very Important,Important,Moderately Important,Very Important,Very Important,Very Important,Yes,NIL
21.844570738470473,Female,Single,Student,No Income,Post Graduate,4.966644108885506,12.972502054778593,77.7489385000654,560066.3962149535,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Strongly Agree,Agree,Agree,Disagree,Yes,Important,Important,Moderately Important,Very Important,Moderately Important,Moderately Important,Very Important,Unimportant,Yes,Nill
22.027451247712033,Male,Single,Student,No Income,Graduate,3.925131600322988,12.982542673087114,77.63987609141275,560040.3723405938,Food delivery apps, Web browser,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Agree,Strongly agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Agree,Agree,Neutral,Strongly Agree,Yes,Moderately Important,Very Important,Important,Very Important,Moderately Important,Very Important,Very Important,Very Important,Yes,NIL
25.323224584320933,Male,Single,Student,No Income,Graduate,3.966016870481762,12.925504698561799,77.61949212067272,560034.8024338607,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Strongly Agree,Neutral,Yes,Moderately Important,Important,Unimportant,Moderately Important,Important,Important,Important,Very Important,Yes,I would avoid restaurants which has less rating 
21.997856210661055,Female,Single,Student,More than 50000,Post Graduate,4.841890063092238,12.98216756373496,77.55067499197582,560009.8844547778,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Yes,Weekend (Sat & Sun),15 minutes,Disagree,Agree,Neutral,Agree,Disagree,Yes,Unimportant,Very Important,Important,Important,Very Important,Moderately Important,Moderately Important,Important,Yes,My family is satisfied with food delivery. But I worry about the quality and hygiene
21.86886911820674,Female,Married,Self Employeed,No Income,Graduate,2.0924618690138135,12.912756361035205,77.6442884902545,560099.6669862714,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,No,Very Important,Important,Moderately Important,Important,Very Important,Very Important,Very Important,Important,Yes,I have normally had good experiences with swiggy especially for payments and refunds
24.930498569787606,Female,Single,Student,Below Rs.10000,Ph.D,3.1306473439528277,12.930302351853465,77.53968036494166,560082.4350238303,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Disagree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Yes,Important,Very Important,Important,Moderately Important,Very Important,Important,Very Important,Important,Yes,Nil
25.022352350014177,Female,Single,Employee,More than 50000,School,4.990030428935977,12.97660385387713,77.57353904997969,560010.6458862032,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Neutral,Disagree,Agree,Neutral,Strongly agree,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Agree,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Important,Important,Very Important,Important,Moderately Important,Moderately Important,Important,Slightly Important,Yes,"My location is outside Bangalore, good restaurants are in interior regions"
31.960034623844216,Female,Single,Employee,Below Rs.10000,Graduate,5.0295942955568815,12.978416227626612,77.62578361298166,560008.8816201014,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly disagree,Maybe,Weekend (Sat & Sun),30 minutes,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Important,Slightly Important,Important,Important,Very Important,Moderately Important,Important,Very Important,No,NIL
22.939360184770784,Male,Single,Student,25001 to 50000,Graduate,3.011079019819496,12.944019366570265,77.57766603372937,560006.3006492293,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,Weekdays (Mon-Fri),45 minutes,Agree,Agree,Neutral,Neutral,Agree,Yes,Important,Very Important,Important,Moderately Important,Very Important,Very Important,Important,Very Important,No,I'm satisfied with swiggy and their wonderful offers
23.19749486329353,Male,Married,Student,No Income,Graduate,3.9113012054780505,12.899740633941454,77.57828222719392,560079.4620416736,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,Neutral,Strongly Agree,Yes,Important,Important,Important,Important,Very Important,Moderately Important,Very Important,Very Important,Yes,NIL
30.076960983954134,Female,Single,Student,More than 50000,Post Graduate,4.069325111076891,12.968409791610828,77.6099393128102,560024.4173320241,Food delivery apps, Direct call,Snacks, Snacks,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Maybe,Weekend (Sat & Sun),45 minutes,Disagree,Neutral,Agree,Strongly disagree,Agree,Yes,Important,Very Important,Moderately Important,Very Important,Slightly Important,Very Important,Very Important,Important,No,NIL
22.98236673254189,Female,Single,Student,Below Rs.10000,Post Graduate,3.079403146286865,12.95537556508046,77.54376515424707,560022.3889130737,Food delivery apps, Direct call,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Sweets,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Yes,Moderately Important,Very Important,Unimportant,Important,Important,Important,Very Important,Moderately Important,Yes,Nil 
22.9835065013541,Male,Single,Student,25001 to 50000,Graduate,3.929680256289852,12.990663967109542,77.55968314166053,560021.9490849139,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Neutral,Yes,Weekend (Sat & Sun),45 minutes,Neutral,Agree,Agree,Agree,Disagree,Yes,Slightly Important,Important,Very Important,Moderately Important,Moderately Important,Moderately Important,Important,Important,No,I order most of my meals on swiggy or zomato depending upon the offers
